Token,Language,Anglicism,POS,NE,Lemma
una,Spn,no,DET,I,uno
única,Spn,no,ADJ,I,único
mujer,Spn,no,NOUN,I,mujer
de,Spn,no,ADP,I,de
Aries,Spn,no,PROPN,I,Aries
continuaron,Spn,no,VERB,O,continuar
su,Spn,no,DET,O,su
rumbo,Spn,no,NOUN,O,rumbo
hasta,Spn,no,ADP,O,hasta
que,Spn,no,SCONJ,O,que
Henderson,Spn,no,PROPN,B,Henderson
echó,Spn,no,VERB,O,echar
a,Spn,no,ADP,O,a
Benjamín,Spn,no,PROPN,B,Benjamín
.,PUNCT,no,PUNCT,O,.
Curiosamente,Spn,no,ADV,B,Curiosamente
",",PUNCT,no,PUNCT,O,","
entonces,Spn,no,ADV,O,entonces
conocimos,Spn,no,VERB,O,conocer
a,Spn,no,ADP,O,a
la,Spn,no,DET,O,lo
esposa,Spn,no,NOUN,O,esposo
del,Spn,no,ADP,O,del
redactor,Spn,no,NOUN,O,redactor
expulsado,Spn,no,ADJ,O,expulsar
:,PUNCT,no,PUNCT,O,:
una,Spn,no,DET,O,uno
mujer,Spn,no,NOUN,O,mujer
maternalmente,Spn,no,ADV,O,maternalmente
opulenta,Spn,no,ADJ,O,opulento
",",PUNCT,no,PUNCT,O,","
que,Spn,no,PRON,O,que
lo,Spn,no,PRON,O,el
adoraba,Spn,no,VERB,O,adorar
;,PUNCT,no,PUNCT,O,;
se,Spn,no,PRON,O,se
pasó,Spn,no,VERB,O,pasar
una,Spn,no,DET,O,uno
tarde,Spn,no,NOUN,O,tardar
intentando,Spn,no,AUX,O,intentar
convencer,Spn,no,VERB,O,convencer
al,Spn,no,ADP,O,al
señor,Spn,no,NOUN,O,señor
Henderson,Spn,no,PROPN,B,Henderson
de,Spn,no,ADP,O,de
que,Spn,no,SCONJ,O,que
su,Spn,no,DET,O,su
esposo,Spn,no,NOUN,O,esposar
era,Spn,no,AUX,O,ser
un,Spn,no,DET,O,uno
genio,Spn,no,NOUN,O,genio
",",PUNCT,no,PUNCT,O,","
esa,Spn,no,DET,O,ese
revista,Spn,no,NOUN,O,revistar
y,Spn,no,CONJ,O,y
Benjamín,Spn,no,PROPN,B,Benjamín
estaban,Spn,no,AUX,O,estar
hechos,Spn,no,ADJ,O,hecho
el,Spn,no,DET,O,el
uno,Spn,no,PRON,O,unir
para,Spn,no,ADP,O,parir
el,Spn,no,DET,O,el
otro,Spn,no,PRON,O,otro
.,PUNCT,no,PUNCT,O,.
Pero,Spn,no,CONJ,B,Pero
el,Spn,no,DET,I,el
señor,Spn,no,NOUN,I,señor
Henderson,Spn,no,PROPN,I,Henderson
no,Spn,no,ADV,O,no
dio,Spn,no,VERB,O,dar
el,Spn,no,DET,O,el
brazo,Spn,no,NOUN,O,brazo
a,Spn,no,ADP,O,a
torcer,Spn,no,VERB,O,torcer
y,Spn,no,CONJ,O,y
en,Spn,no,ADP,O,en
lugar,Spn,no,NOUN,O,lugar
de,Spn,no,ADP,O,de
Benjamín,Spn,no,PROPN,B,Benjamín
contrató,Spn,no,VERB,O,contratar
a,Spn,no,ADP,O,a
una,Spn,no,DET,O,uno
mujer,Spn,no,NOUN,O,mujer
",",PUNCT,no,PUNCT,O,","
la,Spn,no,DET,O,lo
única,Spn,no,ADJ,O,único
periodista,Spn,no,NOUN,O,periodista
hípica,Spn,no,ADJ,O,hípico
de,Spn,no,ADP,O,de
la,Spn,no,DET,O,lo
que,Spn,no,PRON,O,que
tuve,Spn,no,VERB,O,tener
noticia,Spn,no,NOUN,O,noticiar
.,PUNCT,no,PUNCT,O,.
También,Spn,no,ADV,B,También
la,Spn,no,PRON,O,lo
puso,Spn,no,VERB,O,poner
a,Spn,no,ADP,O,a
cargo,Spn,no,NOUN,O,cargar
del,Spn,no,ADP,O,del
horóscopo,Spn,no,NOUN,O,horóscopo
.,PUNCT,no,PUNCT,O,.
Sucedió,Spn,no,VERB,B,Sucedió
algo,Spn,no,ADV,O,algo
increíble,Spn,no,ADJ,O,increíble
:,PUNCT,no,PUNCT,O,:
dos,Spn,no,NUM,O,do
meses,Spn,no,NOUN,O,mesar
después,Spn,no,ADV,O,después
de,Spn,no,ADP,O,de
la,Spn,no,DET,O,lo
partida,Spn,no,NOUN,O,partir
de,Spn,no,ADP,O,de
Benjamín,Spn,no,PROPN,B,Benjamín
",",PUNCT,no,PUNCT,O,","
una,Spn,no,DET,O,uno
semana,Spn,no,NOUN,O,semana
después,Spn,no,ADV,O,después
de,Spn,no,ADP,O,de
su,Spn,no,DET,O,su
muerte,Spn,no,NOUN,O,muerte
",",PUNCT,no,PUNCT,O,","
y,Spn,no,CONJ,O,y
una,Spn,no,DET,O,uno
semana,Spn,no,NOUN,O,semana
antes,Spn,no,ADV,O,antes
de,Spn,no,ADP,O,de
que,Spn,no,SCONJ,O,que
cerrara,Spn,no,VERB,O,cerrar
la,Spn,no,DET,O,lo
revista,Spn,no,NOUN,O,revistar
",",PUNCT,no,PUNCT,O,","
el,Spn,no,DET,O,el
horóscopo,Spn,no,NOUN,O,horóscopo
de,Spn,no,ADP,O,de
Aries,Spn,no,PROPN,B,Aries
volvió,Spn,no,AUX,O,volver
a,Spn,no,ADP,O,a
recomendarle,Spn,no,ADV,O,recomendarle
a,Spn,no,ADP,O,a
su,Spn,no,DET,O,su
lectora,Spn,no,NOUN,O,lector
que,Spn,no,PRON,O,que
se,Spn,no,PRON,O,se
pusiera,Spn,no,VERB,O,poner
un,Spn,no,DET,O,uno
perfume,Spn,no,VERB,O,perfumar
que,Spn,no,SCONJ,O,que
Benjamín,Spn,no,PROPN,B,Benjamín
había,Spn,no,AUX,O,haber
recomendado,Spn,no,VERB,O,recomendar
en,Spn,no,ADP,O,en
su,Spn,no,DET,O,su
cuarta,Spn,no,ADJ,O,cuartar
esquela,Spn,no,NOUN,O,esquela
zodiacal,Spn,no,ADJ,O,zodiacal
.,PUNCT,no,PUNCT,O,.
Nunca,Spn,no,ADV,B,Nunca
pude,Spn,no,AUX,I,poder
preguntarle,Spn,no,ADV,O,preguntarle
a,Spn,no,ADP,O,a
la,Spn,no,DET,O,lo
señorita,Spn,no,NOUN,O,señorito
Blanca,Spn,no,PROPN,B,Blanca
cómo,Spn,no,PRON,O,cómo
se,Spn,no,PRON,O,se
le,Spn,no,PRON,O,le
ocurrió,Spn,no,VERB,O,ocurrir
escribir,Spn,no,VERB,O,escribir
ese,Spn,no,DET,O,ese
epitafio,Spn,no,NOUN,O,epitafio
;,PUNCT,no,PUNCT,O,;
pero,Spn,no,CONJ,O,pero
supe,Spn,no,VERB,O,saber
que,Spn,no,SCONJ,O,que
poco,Spn,no,ADV,O,poco
después,Spn,no,ADV,O,después
del,Spn,no,ADP,O,del
cierre,Spn,no,NOUN,O,cerrar
de,Spn,no,ADP,O,de
la,Spn,no,DET,O,lo
revista,Spn,no,NOUN,O,revistar
se,Spn,no,PRON,O,se
la,Spn,no,PRON,O,lo
vio,Spn,no,VERB,O,ver
junto,Spn,no,ADV,O,juntar
al,Spn,no,ADP,O,al
señor,Spn,no,NOUN,O,señor
Henderson,Spn,no,PROPN,B,Henderson
en,Spn,no,ADP,O,en
Punta,Spn,no,PROPN,B,Punta
del,Spn,no,ADP,I,del
Este,Spn,no,PROPN,I,Este
.,PUNCT,no,PUNCT,O,.
Aunque,Spn,no,SCONJ,B,Aunque
no,Spn,no,ADV,O,no
concurrí,Spn,no,VERB,O,concurrir
al,Spn,no,ADP,O,al
velorio,Spn,no,NOUN,O,velorio
de,Spn,no,ADP,O,de
Benjamín,Spn,no,PROPN,B,Benjamín
",",PUNCT,no,PUNCT,O,","
visité,Spn,no,VERB,O,visitar
",",PUNCT,no,PUNCT,O,","
un,Spn,no,DET,O,uno
prudencial,Spn,no,ADJ,O,prudencial
tiempo,Spn,no,NOUN,O,tiempo
posterior,Spn,no,ADJ,O,posterior
",",PUNCT,no,PUNCT,O,","
su,Spn,no,DET,O,su
tumba,Spn,no,NOUN,O,tumbar
en,Spn,no,ADP,O,en
el,Spn,no,DET,O,el
cementerio,Spn,no,NOUN,O,cementerio
de,Spn,no,ADP,O,de
La,Spn,no,DET,B,La
Tablada,Spn,no,PROPN,I,Tablada
;,PUNCT,no,PUNCT,O,;
en,Spn,no,ADP,O,en
la,Spn,no,DET,O,lo
lápida,Spn,no,NOUN,O,lápida
se,Spn,no,PRON,O,se
leía,Spn,no,VERB,O,leer
:,PUNCT,no,PUNCT,O,:
“,PUNCT,no,PUNCT,O,“
Virgo,Spn,no,PROPN,B,Virgo
:,PUNCT,no,PUNCT,O,:
conocerá,Spn,no,VERB,O,conocer
antes,Spn,no,ADV,O,antes
la,Spn,no,DET,O,lo
muerte,Spn,no,NOUN,O,muerte
que,Spn,no,PRON,O,que
el,Spn,no,DET,O,el
amor,Spn,no,NOUN,O,amor
”,PUNCT,no,PUNCT,O,”
.,PUNCT,no,PUNCT,O,.
27,NUM,no,NUM,O,27
/,PUNCT,no,PUNCT,O,/
02,NUM,no,NUM,O,02
/,PUNCT,no,PUNCT,O,/
13,NUM,no,NUM,O,13
-,PUNCT,no,PUNCT,O,-
19,NUM,no,NUM,O,19
:,PUNCT,no,PUNCT,O,:
23,NUM,no,NUM,O,23
',PUNCT,no,SYM,O,'
Gracias,Spn,no,NOUN,O,Gracias
a,Spn,no,ADP,O,a
ella,Spn,no,PRON,O,él
yo,Spn,no,PRON,O,yo
estoy,Spn,no,AUX,O,estar
aquí,Spn,no,ADV,O,aquí
',PUNCT,no,SYM,O,'
.,PUNCT,no,PUNCT,O,.
Con,Spn,no,ADP,O,Con
esa,Spn,no,DET,O,ese
frase,Spn,no,NOUN,O,frase
",",PUNCT,no,PUNCT,O,","
el,Spn,no,DET,O,el
presidente,Spn,no,NOUN,O,presidente
de,Spn,no,ADP,O,de
EE,Spn,no,PROPN,B,EE
.,PUNCT,no,PUNCT,O,.
UU,Spn,no,PROPN,B,UU
.,PUNCT,no,PUNCT,O,.
",",PUNCT,no,PUNCT,O,","
Barack,Eng-NE,no,PROPN,B,Barack
Obama,Eng-NE,no,PROPN,I,Obama
",",PUNCT,no,PUNCT,O,","
alabó,Spn,no,VERB,O,alabar
hoy,Spn,no,ADV,O,hoy
el,Spn,no,DET,O,el
',PUNCT,no,SYM,O,'
coraje,Spn,no,NOUN,O,coraje
',PUNCT,no,SYM,O,'
de,Spn,no,ADP,O,de
Rosa,Eng-NE,no,PROPN,B,Rosa
Parks,Eng-NE,no,PROPN,I,Parks
",",PUNCT,no,PUNCT,O,","
quien,Spn,no,PRON,O,quien
',PUNCT,no,SYM,O,'
con,Spn,no,ADP,O,con
el,Spn,no,DET,O,el
más,Spn,no,ADV,O,más
simple,Spn,no,ADJ,O,simple
de,Spn,no,ADP,O,de
los,Spn,no,DET,O,lo
gestos,Spn,no,NOUN,O,gesto
',PUNCT,no,SYM,O,'
desencadenó,Spn,no,VERB,O,desencadenar
el,Spn,no,DET,O,el
fin,Spn,no,NOUN,O,fin
de,Spn,no,ADP,O,de
las,Spn,no,DET,O,los
leyes,Spn,no,NOUN,O,ley
de,Spn,no,ADP,O,de
segregación,Spn,no,NOUN,O,segregación
racial,Spn,no,ADJ,O,racial
en,Spn,no,ADP,O,en
el,Spn,no,DET,O,el
país,Spn,no,NOUN,O,país
.,PUNCT,no,PUNCT,O,.
Fue,Spn,no,AUX,O,Fue
durante,Spn,no,ADP,O,durante
una,Spn,no,DET,O,uno
ceremonia,Spn,no,NOUN,O,ceremonia
en,Spn,no,ADP,O,en
el,Spn,no,DET,O,el
Capitolio,Spn,no,PROPN,B,Capitolio
en,Spn,no,ADP,O,en
la,Spn,no,DET,O,lo
que,Spn,no,PRON,O,que
se,Spn,no,PRON,O,se
presentó,Spn,no,VERB,O,presentar
la,Spn,no,DET,O,lo
estatua,Spn,no,NOUN,O,estatua
en,Spn,no,ADP,O,en
honor,Spn,no,NOUN,O,honor
de,Spn,no,ADP,O,de
la,Spn,no,DET,O,lo
activista,Spn,no,NOUN,O,activista
afroamericana,Spn,no,ADJ,O,afroamericano
.,PUNCT,no,PUNCT,O,.
En,Spn,no,ADP,O,En
1955,NUM,no,NOUN,O,1955
Parks,Eng-NE,no,PROPN,B,Parks
desafió,Spn,no,VERB,O,desafiar
las,Spn,no,DET,O,los
leyes,Spn,no,NOUN,O,ley
de,Spn,no,ADP,O,de
segregación,Spn,no,NOUN,O,segregación
que,Spn,no,PRON,O,que
limitaban,Spn,no,VERB,O,limitar
los,Spn,no,DET,O,lo
asientos,Spn,no,NOUN,O,asiento
que,Spn,no,PRON,O,que
podían,Spn,no,AUX,O,poder
usar,Spn,no,VERB,O,usar
los,Spn,no,DET,O,lo
negros,Spn,no,NOUN,O,negro
en,Spn,no,ADP,O,en
los,Spn,no,DET,O,lo
autobuses,Spn,no,NOUN,O,autobús
y,Spn,no,CONJ,O,y
se,Spn,no,PRON,O,se
negó,Spn,no,VERB,O,negar
a,Spn,no,ADP,O,a
moverse,Spn,no,NOUN,O,moverse
cuando,Spn,no,SCONJ,O,cuando
un,Spn,no,DET,O,uno
blanco,Spn,no,NOUN,O,blanco
le,Spn,no,PRON,O,le
dijo,Spn,no,VERB,O,decir
que,Spn,no,SCONJ,O,que
se,Spn,no,PRON,O,se
levantase,Spn,no,VERB,O,levantar
.,PUNCT,no,PUNCT,O,.
',PUNCT,no,SYM,O,'
En,Spn,no,ADP,O,En
un,Spn,no,DET,O,uno
solo,Spn,no,ADJ,O,solo
instante,Spn,no,NOUN,O,instante
",",PUNCT,no,PUNCT,O,","
con,Spn,no,ADP,O,con
el,Spn,no,DET,O,el
más,Spn,no,ADV,O,más
simple,Spn,no,ADJ,O,simple
de,Spn,no,ADP,O,de
los,Spn,no,DET,O,lo
gestos,Spn,no,NOUN,O,gesto
",",PUNCT,no,PUNCT,O,","
ella,Spn,no,PRON,O,él
ayudó,Spn,no,VERB,O,ayudar
a,Spn,no,ADP,O,a
cambiar,Spn,no,VERB,O,cambiar
Estados,Spn,no,PROPN,B,Estados
Unidos,Spn,no,PROPN,I,Unidos
y,Spn,no,CONJ,O,y
el,Spn,no,DET,O,el
mundo,Spn,no,NOUN,O,mundo
',PUNCT,no,SYM,O,'
",",PUNCT,no,PUNCT,O,","
destacó,Spn,no,VERB,O,destacar
Obama,Eng-NE,no,PROPN,B,Obama
en,Spn,no,ADP,O,en
la,Spn,no,DET,O,lo
ceremonia,Spn,no,NOUN,O,ceremonia
.,PUNCT,no,PUNCT,O,.
La,Spn,no,DET,B,La
activista,Spn,no,NOUN,I,activista
tiene,Spn,no,VERB,O,tener
desde,Spn,no,ADP,O,desde
hoy,Spn,no,ADV,O,hoy
',PUNCT,no,SYM,O,'
el,Spn,no,DET,O,el
lugar,Spn,no,NOUN,O,lugar
que,Spn,no,PRON,O,que
le,Spn,no,PRON,O,le
corresponde,Spn,no,VERB,O,corresponder
',PUNCT,no,SYM,O,'
entre,Spn,no,ADP,O,entrar
todos,Spn,no,DET,O,todo
aquellos,Spn,no,PRON,O,aquel
',PUNCT,no,SYM,O,'
que,Spn,no,PRON,O,que
han,Spn,no,AUX,O,haber
dado,Spn,no,VERB,O,dar
forma,Spn,no,NOUN,O,formar
a,Spn,no,ADP,O,a
la,Spn,no,DET,O,lo
trayectoria,Spn,no,NOUN,O,trayectoria
de,Spn,no,ADP,O,de
esta,Spn,no,DET,O,este
nación,Spn,no,NOUN,O,nación
',PUNCT,no,SYM,O,'
",",PUNCT,no,PUNCT,O,","
indicó,Spn,no,VERB,O,indicar
Obama,Eng-NE,no,PROPN,B,Obama
sobre,Spn,no,ADP,O,sobrar
la,Spn,no,DET,O,lo
estatua,Spn,no,NOUN,O,estatua
en,Spn,no,ADP,O,en
su,Spn,no,DET,O,su
honor,Spn,no,NOUN,O,honor
",",PUNCT,no,PUNCT,O,","
colocada,Spn,no,ADJ,O,colocar
en,Spn,no,ADP,O,en
el,Spn,no,DET,O,el
Salón,Spn,no,PROPN,B,Salón
Nacional,Spn,no,PROPN,I,Nacional
de,Spn,no,ADP,I,de
las,Spn,no,DET,I,los
Estatuas,Spn,no,PROPN,I,Estatuas
del,Spn,no,ADP,I,del
Capitolio,Spn,no,PROPN,I,Capitolio
.,PUNCT,no,PUNCT,I,.
Parks,Eng-NE,no,PROPN,O,Parks
es,Spn,no,AUX,O,ser
la,Spn,no,DET,O,lo
primera,Spn,no,ADJ,O,primero
afroamericana,Spn,no,NOUN,O,afroamericano
en,Spn,no,ADP,O,en
contar,Spn,no,VERB,O,contar
con,Spn,no,ADP,O,con
una,Spn,no,DET,O,uno
estatua,Spn,no,NOUN,O,estatua
a,Spn,no,ADP,O,a
tamaño,Spn,no,NOUN,O,tamaño
natural,Spn,no,ADJ,O,natural
en,Spn,no,ADP,O,en
ese,Spn,no,DET,O,ese
salón,Spn,no,NOUN,O,salón
.,PUNCT,no,PUNCT,O,.
Sojourner,Eng-NE,no,PROPN,B,Sojourner
Truth,Eng-NE,no,PROPN,I,Truth
",",PUNCT,no,PUNCT,O,","
una,Spn,no,PRON,O,uno
de,Spn,no,ADP,O,de
las,Spn,no,DET,O,los
primeras,Spn,no,ADJ,O,primero
mujeres,Spn,no,NOUN,O,mujer
negras,Spn,no,ADJ,O,negro
que,Spn,no,PRON,O,que
lucharon,Spn,no,VERB,O,luchar
contra,Spn,no,ADP,O,contra
la,Spn,no,DET,O,lo
esclavitud,Spn,no,NOUN,O,esclavitud
en,Spn,no,ADP,O,en
EE,Spn,no,PROPN,B,EE
.,PUNCT,no,PUNCT,O,.
UU,Spn,no,PROPN,B,UU
.,PUNCT,no,PUNCT,O,.
",",PUNCT,no,PUNCT,O,","
tiene,Spn,no,VERB,O,tener
un,Spn,no,DET,O,uno
busto,Spn,no,NOUN,O,busto
ubicado,Spn,no,ADJ,O,ubicar
en,Spn,no,ADP,O,en
el,Spn,no,DET,O,el
centro,Spn,no,NOUN,O,centrar
de,Spn,no,ADP,O,de
visitantes,Spn,no,NOUN,O,visitante
del,Spn,no,ADP,O,del
Capitolio,Spn,no,PROPN,B,Capitolio
.,PUNCT,no,PUNCT,O,.
Gracias,Spn,no,NOUN,O,Gracias
a,Spn,no,ADP,O,a
hombres,Spn,no,NOUN,O,hombre
y,Spn,no,CONJ,O,y
mujeres,Spn,no,NOUN,O,mujer
como,Spn,no,SCONJ,O,comer
Parks,Eng-NE,no,PROPN,B,Parks
',PUNCT,no,SYM,I,'
hoy,Spn,no,ADV,I,hoy
yo,Spn,no,PRON,I,yo
estoy,Spn,no,VERB,I,estar
aquí,Spn,no,ADV,I,aquí
",",PUNCT,no,PUNCT,O,","
gracias,Spn,no,NOUN,O,gracia
a,Spn,no,ADP,O,a
ellos,Spn,no,PRON,O,ellos
nuestros,Spn,no,DET,O,nuestro
hijos,Spn,no,NOUN,O,hijo
crecen,Spn,no,VERB,O,crecer
en,Spn,no,ADP,O,en
un,Spn,no,DET,O,uno
país,Spn,no,NOUN,O,país
más,Spn,no,ADV,O,más
libre,Spn,no,ADJ,O,librar
y,Spn,no,CONJ,O,y
más,Spn,no,ADV,O,más
justo,Spn,no,ADJ,O,justar
',PUNCT,no,SYM,O,'
",",PUNCT,no,PUNCT,O,","
enfatizó,Spn,no,VERB,O,enfatizar
Obama,Eng-NE,no,PROPN,B,Obama
",",PUNCT,no,PUNCT,O,","
quien,Spn,no,PRON,O,quien
se,Spn,no,PRON,O,se
convirtió,Spn,no,VERB,O,convertir
en,Spn,no,ADP,O,en
2009,NUM,no,NOUN,O,2009
en,Spn,no,ADP,O,en
el,Spn,no,DET,O,el
primer,Spn,no,ADJ,O,﻿1
presidente,Spn,no,NOUN,O,presidente
negro,Spn,no,ADJ,O,negro
de,Spn,no,ADP,O,de
la,Spn,no,DET,O,lo
historia,Spn,no,NOUN,O,historia
de,Spn,no,ADP,O,de
EE,Spn,no,PROPN,B,EE
.,PUNCT,no,PUNCT,O,.
UU,Spn,no,PROPN,B,UU
.,PUNCT,no,PUNCT,O,.
El,Spn,no,DET,B,El
5,NUM,no,NUM,I,5
de,Spn,no,ADP,O,de
diciembre,Spn,no,NOUN,O,diciembre
de,Spn,no,ADP,O,de
1955,NUM,no,NUM,O,1955
",",PUNCT,no,PUNCT,O,","
en,Spn,no,ADP,O,en
un,Spn,no,DET,O,uno
autobús,Spn,no,NOUN,O,autobús
de,Spn,no,ADP,O,de
transporte,Spn,no,NOUN,O,transportar
público,Spn,no,ADJ,O,público
en,Spn,no,ADP,O,en
Montgomery,Eng-NE,no,PROPN,B,Montgomery
(,PUNCT,no,PUNCT,O,(
Alabama,Eng-NE,no,PROPN,B,Alabama
),PUNCT,no,PUNCT,O,)
",",PUNCT,no,PUNCT,O,","
Parks,Eng-NE,no,PROPN,B,Parks
",",PUNCT,no,PUNCT,O,","
entonces,Spn,no,ADV,O,entonces
una,Spn,no,DET,O,uno
costurera,Spn,no,NOUN,O,costurera
de,Spn,no,ADP,O,de
42,NUM,no,NUM,O,42
años,Spn,no,NOUN,O,año
",",PUNCT,no,PUNCT,O,","
desafió,Spn,no,VERB,O,desafiar
las,Spn,no,DET,O,los
leyes,Spn,no,NOUN,O,ley
de,Spn,no,ADP,O,de
segregación,Spn,no,NOUN,O,segregación
promulgadas,Spn,no,ADJ,O,promulgar
después,Spn,no,ADV,O,después
de,Spn,no,ADP,O,de
la,Spn,no,DET,O,lo
guerra,Spn,no,NOUN,O,guerra
civil,Spn,no,ADJ,O,civil
(,PUNCT,no,PUNCT,O,(
1861,NUM,no,NOUN,O,1861
-,PUNCT,no,PUNCT,O,-
1865,NUM,no,NOUN,O,1865
),PUNCT,no,PUNCT,O,)
que,Spn,no,PRON,O,que
limitaban,Spn,no,VERB,O,limitar
los,Spn,no,DET,O,lo
sitios,Spn,no,NOUN,O,sitio
y,Spn,no,CONJ,O,y
servicios,Spn,no,NOUN,O,servicio
que,Spn,no,PRON,O,que
podían,Spn,no,AUX,O,poder
usar,Spn,no,VERB,O,usar
los,Spn,no,DET,O,lo
negros,Spn,no,NOUN,O,negro
.,PUNCT,no,PUNCT,O,.
Cuando,Spn,no,SCONJ,B,Cuando
un,Spn,no,DET,I,uno
hombre,Spn,no,NOUN,I,hombre
blanco,Spn,no,ADJ,I,blanco
le,Spn,no,PRON,O,le
dijo,Spn,no,VERB,O,decir
a,Spn,no,ADP,O,a
Parks,Spn,no,PROPN,B,Parks
que,Spn,no,SCONJ,O,que
le,Spn,no,PRON,O,le
dejara,Spn,no,VERB,O,dejar
su,Spn,no,DET,O,su
asiento,Spn,no,NOUN,O,asentir
en,Spn,no,ADP,O,en
el,Spn,no,DET,O,el
colectivo,Spn,no,NOUN,O,colectivo
",",PUNCT,no,PUNCT,O,","
ella,Spn,no,PRON,O,él
se,Spn,no,PRON,O,se
negó,Spn,no,VERB,O,negar
a,Spn,no,ADP,O,a
moverse,Spn,no,NOUN,O,moverse
y,Spn,no,CONJ,O,y
por,Spn,no,ADP,O,por
eso,Spn,no,PRON,O,ese
fue,Spn,no,AUX,O,ser
arrestada,Spn,no,VERB,O,arrestar
",",PUNCT,no,PUNCT,O,","
enviada,Spn,no,ADJ,O,enviar
a,Spn,no,ADP,O,a
la,Spn,no,DET,O,lo
cárcel,Spn,no,NOUN,O,cárcel
y,Spn,no,CONJ,O,y
multada,Spn,no,ADJ,O,multar
con,Spn,no,ADP,O,con
catorce,Spn,no,NUM,O,catorce
dólares,Spn,no,NOUN,O,dólar
.,PUNCT,no,PUNCT,O,.
Parks,Eng-NE,no,VERB,B,Parks
era,Spn,no,AUX,O,ser
miembro,Spn,no,NOUN,O,miembro
activo,Spn,no,ADJ,O,activar
de,Spn,no,ADP,O,de
la,Spn,no,DET,O,lo
Asociación,Spn,no,PROPN,O,Asociación
Nacional,Spn,no,PROPN,O,Nacional
para,Spn,no,ADP,O,parir
el,Spn,no,DET,O,el
Progreso,Spn,no,PROPN,B,Progreso
de,Spn,no,ADP,I,de
la,Spn,no,DET,I,lo
Gente,Spn,no,PROPN,I,Gente
de,Spn,no,ADP,O,de
Color,Spn,no,PROPN,B,Color
(,PUNCT,no,PUNCT,O,(
NAACP,Eng-NE,no,PROPN,B,NAACP
),PUNCT,no,PUNCT,O,)
.,PUNCT,no,PUNCT,O,.
Su,Spn,no,DET,O,Su
arresto,Spn,no,NOUN,O,arrestar
causó,Spn,no,VERB,O,causar
un,Spn,no,DET,O,uno
boicot,Eng-AdaptedAng,yes,NOUN,O,boicot
de,Spn,no,ADP,O,de
381,NUM,no,NUM,O,381
días,Spn,no,NOUN,O,día
contra,Spn,no,ADP,O,contra
el,Spn,no,DET,O,el
sistema,Spn,no,NOUN,O,sistema
de,Spn,no,ADP,O,de
transporte,Spn,no,NOUN,O,transportar
público,Spn,no,ADJ,O,público
organizado,Spn,no,ADJ,O,organizar
por,Spn,no,ADP,O,por
un,Spn,no,DET,O,uno
pastor,Spn,no,NOUN,O,pastor
baptista,Spn,no,ADJ,O,baptista
entonces,Spn,no,ADV,O,entonces
poco,Spn,no,ADV,O,poco
conocido,Spn,no,ADJ,O,conocer
",",PUNCT,no,PUNCT,O,","
Martin,Eng-NE,no,PROPN,B,Martin
Luther,Eng-NE,no,PROPN,I,Luther
King,Eng-NE,no,PROPN,I,King
",",PUNCT,no,PUNCT,O,","
quien,Spn,no,PRON,O,quien
ganaría,Spn,no,VERB,O,ganar
después,Spn,no,ADV,O,después
el,Spn,no,DET,O,el
Premio,Spn,no,PROPN,B,Premio
Nobel,Spn,no,PROPN,I,Nobel
de,Spn,no,ADP,I,de
la,Spn,no,DET,I,lo
Paz,Spn,no,PROPN,I,Paz
en,Spn,no,ADP,O,en
1964,NUM,no,NOUN,O,1964
por,Spn,no,ADP,O,por
su,Spn,no,DET,O,su
labor,Spn,no,NOUN,O,labor
en,Spn,no,ADP,O,en
favor,Spn,no,NOUN,O,favor
de,Spn,no,ADP,O,de
los,Spn,no,DET,O,lo
derechos,Spn,no,NOUN,O,derecho
civiles,Spn,no,ADJ,O,civil
.,PUNCT,no,PUNCT,O,.
En,Spn,no,ADP,B,En
1998,NUM,no,NOUN,I,1998
el,Spn,no,DET,O,el
Congreso,Spn,no,PROPN,B,Congreso
de,Spn,no,ADP,I,de
EE,Spn,no,PROPN,I,EE
.,PUNCT,no,PUNCT,O,.
UU,Spn,no,PROPN,B,UU
.,PUNCT,no,PUNCT,O,.
otorgó,Spn,no,VERB,O,otorgar
a,Spn,no,ADP,O,a
Parks,Eng-NE,no,PROPN,B,Parks
la,Spn,no,DET,I,lo
Medalla,Spn,no,PROPN,I,Medalla
de,Spn,no,ADP,I,de
Honor,Spn,no,PROPN,I,Honor
",",PUNCT,no,PUNCT,O,","
la,Spn,no,DET,O,lo
principal,Spn,no,ADJ,O,principal
condecoración,Spn,no,NOUN,O,condecoración
que,Spn,no,PRON,O,que
otorga,Spn,no,VERB,O,otorgar
a,Spn,no,ADP,O,a
civiles,Spn,no,ADJ,O,civil
.,PUNCT,no,PUNCT,O,.
Después,Spn,no,ADV,B,Después
",",PUNCT,no,PUNCT,O,","
el,Spn,no,DET,O,el
1,NUM,no,NUM,O,1
de,Spn,no,ADP,O,de
diciembre,Spn,no,NOUN,O,diciembre
de,Spn,no,ADP,O,de
2005,NUM,no,NUM,O,2005
",",PUNCT,no,PUNCT,O,","
el,Spn,no,DET,O,el
entonces,Spn,no,ADV,O,entonces
presidente,Spn,no,NOUN,O,presidente
George,Eng-NE,no,PROPN,B,George
W.,Eng-NE,no,PROPN,I,W.
Bush,Eng-NE,no,PROPN,I,Bush
firmó,Spn,no,VERB,O,firmar
una,Spn,no,DET,O,uno
ley,Spn,no,NOUN,O,ley
por,Spn,no,ADP,O,por
la,Spn,no,DET,O,lo
que,Spn,no,PRON,O,que
instaba,Spn,no,VERB,O,instar
al,Spn,no,ADP,O,al
