Token,Language,POS,NE,Lemma,Anglicism
",",PUNCT,PUNCT,O,",",No
Wikipedia,PROPN,PROPN,B,Wikipedia,No
",",PUNCT,PUNCT,O,",",No
la,DET,DET,O,lo,No
principal,,ADJ,O,principal,
enciclopedia,,NOUN,O,enciclopedia,
digital,,ADJ,O,digital,
global,,ADJ,O,global,
que,PRON,PRON,O,que,No
se,PRON,PRON,O,se,No
construye,,VERB,O,construir,
de,ADP,ADP,O,de,No
manera,Stop Word,NOUN,O,manera,No
colaborativa,,ADJ,O,colaborativa,
",",PUNCT,PUNCT,O,",",No
es,AUX,AUX,O,ser,No
una,PRON,PRON,O,uno,No
de,ADP,ADP,O,de,No
las,DET,DET,O,los,No
mayores,,ADJ,O,mayor,
innovaciones,,NOUN,O,innovación,
del,ADP,ADP,O,del,No
mundo,,NOUN,O,mundo,
digital,,ADJ,O,digital,
.,PUNCT,PUNCT,O,.,No
Con,ADP,ADP,B,Con,No
más,ADV,ADV,I,más,No
de,ADP,ADP,I,de,No
30,NUM,NUM,I,30,No
millones,Name Entity,NOUN,I,millón,No
de,ADP,ADP,I,de,No
artículos,Name Entity,NOUN,I,artículo,No
",",PUNCT,PUNCT,O,",",No
es,AUX,AUX,O,ser,No
la,DET,DET,O,lo,No
quinta,,ADJ,O,quinto,
página,,NOUN,O,página,
más,ADV,ADV,O,más,No
visitada,,ADJ,O,visitar,
del,ADP,ADP,O,del,No
mundo,,NOUN,O,mundo,
y,CONJ,CONJ,O,y,No
su,DET,DET,O,su,No
importancia,,NOUN,O,importancia,
como,SCONJ,SCONJ,O,comer,No
herramienta,,NOUN,O,herramienta,
educativa,,ADJ,O,educativo,
y,CONJ,CONJ,O,y,No
de,ADP,ADP,O,de,No
reservorio,,NOUN,O,reservorio,
de,ADP,ADP,O,de,No
conocimiento,,NOUN,O,conocimiento,
no,ADV,ADV,O,no,No
para,ADP,ADP,O,parir,No
de,ADP,ADP,O,de,No
crecer,,VERB,O,crecer,
.,PUNCT,PUNCT,O,.,No
Wales,PROPN,PROPN,B,Wales,No
habla,Stop Word,VERB,O,hablar,No
con,ADP,ADP,O,con,No
la,DET,DET,O,lo,No
Revista,PROPN,PROPN,B,Revista,No
desde,ADP,ADP,O,desde,No
Londres,PROPN,PROPN,B,Londres,No
",",PUNCT,PUNCT,O,",",No
vía,,NOUN,O,vía,
Skype,PROPN,PROPN,B,Skype,No
.,PUNCT,PUNCT,O,.,No
Allí,ADV,ADV,B,Allí,No
vive,,VERB,O,vivir,
hace,AUX,AUX,O,hacer,No
dos,NUM,NUM,O,do,No
años,,NOUN,O,año,
",",PUNCT,PUNCT,O,",",No
con,ADP,ADP,O,con,No
su,DET,DET,O,su,No
actual,,ADJ,O,actual,
(,PUNCT,PUNCT,O,(,No
y,CONJ,CONJ,O,y,No
tercera,Stop Word,ADJ,O,tercero,No
),PUNCT,PUNCT,O,),No
esposa,,NOUN,O,esposo,
",",PUNCT,PUNCT,O,",",No
y,CONJ,CONJ,O,y,No
con,ADP,ADP,O,con,No
su,DET,DET,O,su,No
segunda,Stop Word,ADJ,O,segundar,No
hija,,NOUN,O,hijo,
",",PUNCT,PUNCT,O,",",No
de,ADP,ADP,O,de,No
nueve,NUM,NUM,O,nueve,No
meses,,NOUN,O,mesar,
.,PUNCT,PUNCT,O,.,No
Wales,PROPN,PROPN,B,Wales,No
está,AUX,AUX,O,estar,No
acostumbrado,,ADJ,O,acostumbrar,
a,ADP,ADP,O,a,No
hablar,,VERB,O,hablar,
con,ADP,ADP,O,con,No
la,DET,DET,O,lo,No
prensa,,NOUN,O,prensar,
y,CONJ,CONJ,O,y,No
se,PRON,PRON,O,se,No
prende,,VERB,O,prender,
de,ADP,ADP,O,de,No
frases,,NOUN,O,frase,
que,PRON,PRON,O,que,No
repite,,VERB,O,repetir,
calcadas,,ADJ,O,calcar,
en,ADP,ADP,O,en,No
entrevistas,,NOUN,O,entrevistar,
.,PUNCT,PUNCT,O,.,No
No,ADV,ADV,B,No,No
tiene,Stop Word,VERB,O,tener,No
problema,,NOUN,O,problema,
en,ADP,ADP,O,en,No
entregar,,VERB,O,entregar,
monosílabos,,ADJ,O,monosílabo,
si,SCONJ,SCONJ,O,si,No
el,DET,DET,O,el,No
tema,,NOUN,O,temer,
lo,DET,DET,O,el,No
incomoda,,NOUN,O,incomodar,
",",PUNCT,PUNCT,O,",",No
especialmente,ADV,ADV,O,especialmente,No
cuando,SCONJ,SCONJ,O,cuando,No
se,PRON,PRON,O,se,No
trata,Stop Word,VERB,O,tratar,No
de,ADP,ADP,O,de,No
alguna,DET,DET,O,alguno,No
crítica,,NOUN,O,crítico,
a,ADP,ADP,O,a,No
su,DET,DET,O,su,No
trabajo,Stop Word,NOUN,O,trabajar,No
o,CONJ,CONJ,O,o,No
temas,,NOUN,O,temer,
personales,,ADJ,O,personal,
.,PUNCT,PUNCT,O,.,No
Su,DET,DET,B,Su,No
nombre,Name Entity,NOUN,I,nombrar,No
comenzó,AUX,AUX,I,comenzar,No
a,ADP,ADP,I,a,No
sonar,Name Entity,VERB,I,sonar,No
hace,AUX,AUX,I,hacer,No
unos,DET,DET,I,uno,No
diez,NUM,NUM,I,diez,No
años,Name Entity,NOUN,I,año,No
",",PUNCT,PUNCT,O,",",No
a,ADP,ADP,O,a,No
medida,,NOUN,O,medir,
que,SCONJ,SCONJ,O,que,No
Wikipedia,PROPN,PROPN,B,Wikipedia,No
crecía,,VERB,O,crecer,
.,PUNCT,PUNCT,O,.,No
Pero,CONJ,CONJ,B,Pero,No
hay,AUX,AUX,I,haber,No
historia,Name Entity,NOUN,I,historia,No
antes,ADV,ADV,I,antes,No
de,ADP,ADP,I,de,No
eso,PRON,PRON,I,ese,No
.,PUNCT,PUNCT,O,.,No
Jimmy,PROPN,PROPN,B,Jimmy,No
Donal,PROPN,PROPN,I,Donal,No
Jimbo,PROPN,PROPN,I,Jimbo,No
(,PUNCT,PUNCT,O,(,No
es,AUX,AUX,O,ser,No
su,DET,DET,O,su,No
apodo,,NOUN,O,apodar,
),PUNCT,PUNCT,O,),No
Wales,PROPN,PROPN,B,Wales,No
nació,,VERB,O,nacer,
hace,AUX,AUX,O,hacer,No
47,NUM,NUM,O,47,No
años,,NOUN,O,año,
en,ADP,ADP,O,en,No
Alabama,PROPN,PROPN,B,Alabama,No
",",PUNCT,PUNCT,O,",",No
Estados,PROPN,PROPN,B,Estados,No
Unidos,PROPN,PROPN,I,Unidos,No
.,PUNCT,PUNCT,O,.,No
Su,DET,DET,O,Su,No
padre,,NOUN,O,padre,
era,AUX,AUX,O,ser,No
comerciante,,NOUN,O,comerciante,
y,CONJ,CONJ,O,y,No
su,DET,DET,O,su,No
madre,,NOUN,O,madre,
maestra,,ADJ,O,maestro,
",",PUNCT,PUNCT,O,",",No
con,ADP,ADP,O,con,No
la,DET,DET,O,lo,No
que,PRON,PRON,O,que,No
Wales,PROPN,PROPN,B,Wales,No
estudió,,VERB,O,estudiar,
buena,Stop Word,ADJ,O,bueno,No
parte,Stop Word,NOUN,O,partir,No
de,ADP,ADP,O,de,No
sus,DET,DET,O,su,No
primeros,Stop Word,ADJ,O,primero,No
años,,NOUN,O,año,
escolares,,ADJ,O,escolar,
y,CONJ,CONJ,O,y,No
de,ADP,ADP,O,de,No
quien,PRON,PRON,O,quien,No
tomó,,VERB,O,tomar,
mucho,ADV,ADV,O,mucho,No
de,ADP,ADP,O,de,No
su,DET,DET,O,su,No
amor,,NOUN,O,amor,
por,ADP,ADP,O,por,No
el,DET,DET,O,el,No
conocimiento,,NOUN,O,conocimiento,
.,PUNCT,PUNCT,O,.,No
Más,ADV,ADV,B,Más,No
tarde,ADV,ADV,I,tardar,No
estudió,Name Entity,VERB,I,estudiar,No
Finanzas,PROPN,PROPN,B,Finanzas,No
en,ADP,ADP,O,en,No
la,DET,DET,O,lo,No
Universidad,PROPN,PROPN,B,Universidad,No
Auburn,PROPN,PROPN,I,Auburn,No
y,CONJ,CONJ,O,y,No
un,DET,DET,O,uno,No
doctorado,,NOUN,O,doctorar,
en,ADP,ADP,O,en,No
la,DET,DET,O,lo,No
Universidad,PROPN,PROPN,B,Universidad,No
de,ADP,ADP,I,de,No
Indiana,PROPN,PROPN,I,Indiana,No
.,PUNCT,PUNCT,O,.,No
Trabajó,Name Entity,VERB,B,Trabajó,No
como,SCONJ,SCONJ,O,comer,No
asesor,,NOUN,O,asesor,
financiero,,ADJ,O,financiero,
en,ADP,ADP,O,en,No
Chicago,PROPN,PROPN,B,Chicago,No
Options,PROPN,PROPN,I,Options,No
Associates,PROPN,PROPN,I,Associates,No
donde,PRON,PRON,O,donde,No
",",PUNCT,PUNCT,O,",",No
aseguran,,VERB,O,asegurar,
",",PUNCT,PUNCT,O,",",No
hizo,Stop Word,VERB,O,hacer,No
una,DET,DET,O,uno,No
buena,Stop Word,ADJ,O,bueno,No
fortuna,,NOUN,O,fortuna,
.,PUNCT,PUNCT,O,.,No
Al,ADP,ADP,B,Al,No
menos,ADV,ADV,I,menos,No
",",PUNCT,PUNCT,O,",",No
esto,PRON,PRON,O,este,No
es,AUX,AUX,O,ser,No
lo,DET,DET,O,el,No
que,PRON,PRON,O,que,No
muestra,,VERB,O,mostrar,
su,DET,DET,O,su,No
página,,NOUN,O,página,
de,ADP,ADP,O,de,No
Wikipedia,PROPN,PROPN,B,Wikipedia,No
.,PUNCT,PUNCT,O,.,No
El,DET,DET,B,El,No
germen,Name Entity,NOUN,I,germen,No
de,ADP,ADP,I,de,No
Wikipedia,PROPN,PROPN,I,Wikipedia,No
",",PUNCT,PUNCT,O,",",No
cuenta,Stop Word,VERB,O,contar,No
el,DET,DET,O,el,No
mismo,DET,DET,O,mismo,No
Wales,PROPN,PROPN,B,Wales,No
",",PUNCT,PUNCT,O,",",No
nació,,VERB,O,nacer,
en,ADP,ADP,O,en,No
su,DET,DET,O,su,No
casa,,NOUN,O,casar,
cuando,SCONJ,SCONJ,O,cuando,No
miraba,,VERB,O,mirar,
las,DET,DET,O,los,No
pesadas,,ADJ,O,pesar,
enciclopedias,,ADJ,O,enciclopedia,
y,CONJ,CONJ,O,y,No
les,PRON,PRON,O,les,No
marcaba,,VERB,O,marcar,
con,ADP,ADP,O,con,No
stickers,,NOUN,O,stickers,
las,DET,DET,O,los,No
entradas,,NOUN,O,entrar,
actualizadas,,ADJ,O,actualizar,
.,PUNCT,PUNCT,O,.,No
En,ADP,ADP,O,En,No
1996,,NOUN,O,1996,
abrió,,VERB,O,abrir,
su,DET,DET,O,su,No
propia,DET,DET,O,propio,No
compañía,,NOUN,O,compañía,
",",PUNCT,PUNCT,O,",",No
un,DET,DET,O,uno,No
sitio,,NOUN,O,sitiar,
de,ADP,ADP,O,de,No
contenidos,,NOUN,O,contenido,
eróticos,,ADJ,O,erótico,
llamado,,ADJ,O,llamar,
Bomis,PROPN,PROPN,B,Bomis,No
.,PUNCT,PUNCT,I,.,No
Más,ADV,ADV,O,Más,No
tarde,ADV,ADV,O,tardar,No
",",PUNCT,PUNCT,O,",",No
en,ADP,ADP,O,en,No
sus,DET,DET,O,su,No
años,,NOUN,O,año,
públicos,,ADJ,O,público,
fue,AUX,AUX,O,ser,No
consultado,,VERB,O,consultar,
sobre,ADP,ADP,O,sobrar,No
la,DET,DET,O,lo,No
razón,,NOUN,O,razón,
de,ADP,ADP,O,de,No
elegir,,VERB,O,elegir,
ese,DET,DET,O,ese,No
mercado,,NOUN,O,mercar,
y,CONJ,CONJ,O,y,No
él,PRON,PRON,O,él,No
lo,PRON,PRON,O,el,No
describió,,VERB,O,describir,
como,SCONJ,SCONJ,O,comer,No
"""",PUNCT,PUNCT,O,"""",No
un,DET,DET,O,uno,No
motor,,NOUN,O,motor,
de,ADP,ADP,O,de,No
búsqueda,,NOUN,O,búsqueda,
más,ADV,ADV,O,más,No
bien,ADV,ADV,O,bien,No
destinado,,ADJ,O,destinar,
a,ADP,ADP,O,a,No
los,DET,DET,O,lo,No
jóvenes,,NOUN,O,joven,
"""",PUNCT,PUNCT,O,"""",No
.,PUNCT,PUNCT,O,.,No
Las,DET,DET,B,Las,No
chicas,Name Entity,NOUN,I,chico,No
con,ADP,ADP,I,con,No
poca,DET,DET,I,poco,No
ropa,Name Entity,NOUN,I,ropa,No
le,PRON,PRON,O,le,No
generaron,,VERB,O,generar,
ganancias,,NOUN,O,ganancia,
para,ADP,ADP,O,parir,No
mudarse,,NOUN,O,mudarse,
a,ADP,ADP,O,a,No
San,PROPN,PROPN,B,San,No
Diego,PROPN,PROPN,I,Diego,No
a,ADP,ADP,O,a,No
surfear,,VERB,O,surfear,
el,DET,DET,O,el,No
boom,,NOUN,O,boom,
de,ADP,ADP,O,de,No
Internet,PROPN,PROPN,B,Internet,No
y,CONJ,CONJ,O,y,No
fundar,,VERB,O,fundar,
Nupedia,PROPN,PROPN,B,Nupedia,No
",",PUNCT,PUNCT,O,",",No
una,DET,DET,O,uno,No
enciclopedia,,NOUN,O,enciclopedia,
online,,ADJ,O,online,
con,ADP,ADP,O,con,No
revisión,,NOUN,O,revisión,
de,ADP,ADP,O,de,No
pares,,NOUN,O,parir,
",",PUNCT,PUNCT,O,",",No
con,ADP,ADP,O,con,No
contenidos,,NOUN,O,contenido,
escritos,,ADJ,O,escrito,
por,ADP,ADP,O,por,No
académicos,,NOUN,O,académico,
y,CONJ,CONJ,O,y,No
expertos,,NOUN,O,experto,
que,PRON,PRON,O,que,No
fue,AUX,AUX,O,ser,No
",",PUNCT,PUNCT,O,",",No
sin,ADP,ADP,O,sin,No
duda,,NOUN,O,dudar,
",",PUNCT,PUNCT,O,",",No
el,DET,DET,O,el,No
embrión,,NOUN,O,embrión,
de,ADP,ADP,O,de,No
Wikipedia,PROPN,PROPN,B,Wikipedia,No
.,PUNCT,PUNCT,O,.,No
Transcurría,Name Entity,VERB,B,Transcurría,No
el,DET,DET,O,el,No
año,,NOUN,O,año,
2000,NUM,NUM,O,2000,No
y,CONJ,CONJ,O,y,No
Jimmy,PROPN,PROPN,B,Jimmy,No
ya,ADV,ADV,O,ya,No
estaba,Stop Word,VERB,O,estar,No
con,ADP,ADP,O,con,No
su,DET,DET,O,su,No
segunda,Stop Word,ADJ,O,segundar,No
esposa,,NOUN,O,esposo,
",",PUNCT,PUNCT,O,",",No
Christine,PROPN,PROPN,B,Christine,No
",",PUNCT,PUNCT,O,",",No
con,ADP,ADP,O,con,No
quien,PRON,PRON,O,quien,No
tuvo,Stop Word,VERB,O,tener,No
a,ADP,ADP,O,a,No
su,DET,DET,O,su,No
hija,,NOUN,O,hijo,
Kira,PROPN,PROPN,B,Kira,No
.,PUNCT,PUNCT,O,.,No
Nupedia,PROPN,PROPN,B,Nupedia,No
no,ADV,ADV,O,no,No
prosperó,,VERB,O,prosperar,
y,CONJ,CONJ,O,y,No
muchos,PRON,PRON,O,mucho,No
de,ADP,ADP,O,de,No
sus,DET,DET,O,su,No
socios,,NOUN,O,socio,
apostaron,,VERB,O,apostar,
al,ADP,ADP,O,al,No
crecimiento,,NOUN,O,crecimiento,
de,ADP,ADP,O,de,No
Bomis,PROPN,PROPN,B,Bomis,No
",",PUNCT,PUNCT,O,",",No
pero,CONJ,CONJ,O,pero,No
Wales,PROPN,PROPN,B,Wales,No
se,PRON,PRON,O,se,No
obsesionó,,VERB,O,obsesionar,
con,ADP,ADP,O,con,No
la,DET,DET,O,lo,No
idea,,NOUN,O,ideo,
de,ADP,ADP,O,de,No
una,DET,DET,O,uno,No
enciclopedia,,NOUN,O,enciclopedia,
abierta,,ADJ,O,abrir,
y,CONJ,CONJ,O,y,No
se,PRON,PRON,O,se,No
focalizó,,VERB,O,focalizar,
de,ADP,ADP,O,de,No
lleno,,NOUN,O,llenar,
en,ADP,ADP,O,en,No
eso,PRON,PRON,O,ese,No
.,PUNCT,PUNCT,O,.,No
Así,ADV,ADV,B,Así,No
",",PUNCT,PUNCT,O,",",No
el,DET,DET,O,el,No
15,NUM,NUM,O,15,No
de,ADP,ADP,O,de,No
enero,,NOUN,O,enero,
de,ADP,ADP,O,de,No
2001,NUM,NUM,O,2001,No
nació,,VERB,O,nacer,
www.wikipedia.org,PROPN,PROPN,O,www.wikipedia.org,No
Al,ADP,ADP,B,Al,No
alcance,Name Entity,NOUN,I,alcanzar,No
de,ADP,ADP,O,de,No
todos,DET,DET,O,todo,No
Wikipedia,PROPN,PROPN,B,Wikipedia,No
está,AUX,AUX,O,estar,No
creada,,ADJ,O,crear,
como,SCONJ,SCONJ,O,comer,No
una,DET,DET,O,uno,No
wiki,,NOUN,O,wiki,
:,PUNCT,PUNCT,O,:,No
permite,,VERB,O,permitir,
a,ADP,ADP,O,a,No
los,DET,DET,O,lo,No
usuarios,,NOUN,O,usuario,
crear,,VERB,O,crear,
colectivamente,ADV,ADV,O,colectivamente,No
su,DET,DET,O,su,No
contenido,,NOUN,O,contener,
y,CONJ,CONJ,O,y,No
editarlo,,VERB,O,editarlo,
.,PUNCT,PUNCT,O,.,No
De,ADP,ADP,B,De,No
hecho,Stop Word,NOUN,I,hacer,No
",",PUNCT,PUNCT,I,",",No
más,ADV,ADV,I,más,No
de,ADP,ADP,I,de,No
un,NUM,NUM,I,uno,No
millón,Name Entity,NOUN,I,millón,No
de,ADP,ADP,I,de,No
personas,Name Entity,NOUN,I,personar,No
han,AUX,AUX,O,haber,No
editado,,VERB,O,editar,
al,ADP,ADP,O,al,No
menos,ADV,ADV,O,menos,No
un,DET,DET,O,uno,No
artículo,,NOUN,O,artículo,
.,PUNCT,PUNCT,O,.,No
Lo,DET,DET,B,Lo,No
distintivo,Name Entity,ADJ,I,distintivo,No
de,ADP,ADP,I,de,No
esta,DET,DET,I,este,No
plataforma,Name Entity,NOUN,I,plataforma,No
es,AUX,AUX,O,ser,No
que,SCONJ,SCONJ,O,que,No
cualquier,DET,DET,O,cualquiera,No
persona,,NOUN,O,personar,
puede,AUX,AUX,O,poder,No
editar,,VERB,O,editar,
una,DET,DET,O,uno,No
publicación,,NOUN,O,publicación,
",",PUNCT,PUNCT,O,",",No
mientras,SCONJ,SCONJ,O,mientras,No
existe,Stop Word,VERB,O,existir,No
una,DET,DET,O,uno,No
gran,Stop Word,ADJ,O,gran,No
comunidad,,NOUN,O,comunidad,
de,ADP,ADP,O,de,No
más,ADV,ADV,O,más,No
de,ADP,ADP,O,de,No
80,NUM,NUM,O,80,No
.,PUNCT,PUNCT,O,.,No
000,NUM,NUM,O,000,No
voluntarios,,NOUN,O,voluntario,
alrededor,ADV,ADV,O,alrededor,No
del,ADP,ADP,O,del,No
mundo,,NOUN,O,mundo,
que,PRON,PRON,O,que,No
velan,,VERB,O,velar,
por,ADP,ADP,O,por,No
la,DET,DET,O,lo,No
edición,,NOUN,O,edición,
de,ADP,ADP,O,de,No
los,DET,DET,O,lo,No
contenidos,,NOUN,O,contenido,
para,ADP,ADP,O,parir,No
evitar,,VERB,O,evitar,
publicidad,,NOUN,O,publicidad,
de,ADP,ADP,O,de,No
empresas,,NOUN,O,empresa,
o,CONJ,CONJ,O,o,No
personas,,NOUN,O,personar,
",",PUNCT,PUNCT,O,",",No
información,,NOUN,O,información,
malintencionada,,ADJ,O,malintencionado,
y,CONJ,CONJ,O,y,No
errores,,NOUN,O,error,
.,PUNCT,PUNCT,O,.,No
De,ADP,ADP,B,De,No
este,DET,DET,I,este,No
devoto,Name Entity,NOUN,I,devoto,No
ejército,Name Entity,ADJ,I,ejército,No
pende,Name Entity,VERB,I,pender,No
la,DET,DET,I,lo,No
veracidad,Name Entity,NOUN,I,veracidad,No
y,CONJ,CONJ,O,y,No
el,DET,DET,O,el,No
mantenimiento,,NOUN,O,mantenimiento,
de,ADP,ADP,O,de,No
las,DET,DET,O,los,No
más,ADV,ADV,O,más,No
de,ADP,ADP,O,de,No
30,NUM,NUM,O,30,No
millones,,NOUN,O,millón,
de,ADP,ADP,O,de,No
entradas,,NOUN,O,entrar,
que,PRON,PRON,O,que,No
existen,Stop Word,VERB,O,existir,No
en,ADP,ADP,O,en,No
la,DET,DET,O,lo,No
actualidad,,NOUN,O,actualidad,
.,PUNCT,PUNCT,O,.,No
Como,SCONJ,SCONJ,B,Como,No
en,ADP,ADP,I,en,No
toda,DET,DET,I,todo,No
comunidad,Name Entity,NOUN,I,comunidad,No
no,ADV,ADV,O,no,No
faltan,,VERB,O,faltar,
las,DET,DET,O,los,No
luchas,,NOUN,O,luchar,
de,ADP,ADP,O,de,No
egos,,NOUN,O,ego,
y,CONJ,CONJ,O,y,No
de,ADP,ADP,O,de,No
distintas,DET,DET,O,distinto,No
miradas,,NOUN,O,mirar,
sobre,ADP,ADP,O,sobrar,No
información,,NOUN,O,información,
en,ADP,ADP,O,en,No
las,DET,DET,O,los,No
que,PRON,PRON,O,que,No
se,PRON,PRON,O,se,No
arman,,VERB,O,armar,
largos,,ADJ,O,largo,
debates,,NOUN,O,debatir,
que,PRON,PRON,O,que,No
se,PRON,PRON,O,se,No
pueden,AUX,AUX,O,poder,No
seguir,,VERB,O,seguir,
al,ADP,ADP,O,al,No
costado,,NOUN,O,costar,
de,ADP,ADP,O,de,No
cada,DET,DET,O,cada,No
publicación,,NOUN,O,publicación,
.,PUNCT,PUNCT,O,.,No
Cuando,SCONJ,SCONJ,B,Cuando,No
una,DET,DET,I,uno,No
disputa,Name Entity,NOUN,I,disputar,No
levanta,,VERB,O,levantar,
demasiado,ADV,ADV,O,demasiar,No
revuelo,,NOUN,O,revuelo,
recurren,,VERB,O,recurrir,
a,ADP,ADP,O,a,No
Jimbo,PROPN,PROPN,B,Jimbo,No
como,SCONJ,SCONJ,O,comer,No
si,SCONJ,SCONJ,O,si,No
fuese,AUX,AUX,O,ser,No
un,DET,DET,O,uno,No
brujo,,NOUN,O,brujir,
sabio,,ADJ,O,sabio,
o,CONJ,CONJ,O,o,No
el,DET,DET,O,el,No
padre,,NOUN,O,padre,
que,PRON,PRON,O,que,No
mediará,,VERB,O,mediar,
entre,ADP,ADP,O,entrar,No
una,DET,DET,O,uno,No
pelea,,NOUN,O,pelear,
de,ADP,ADP,O,de,No
hermanos,,NOUN,O,hermano,
",",PUNCT,PUNCT,O,",",No
porque,SCONJ,SCONJ,O,porque,No
a,ADP,ADP,O,a,No
pesar,Stop Word,NOUN,O,pesar,No
de,ADP,ADP,O,de,No
tener,Stop Word,VERB,O,tener,No
múltiples,,ADJ,O,múltiple,
roles,,ADJ,O,rolar,
dentro,ADV,ADV,O,dentro,No
y,CONJ,CONJ,O,y,No
fuera,ADV,ADV,O,ser,No
de,ADP,ADP,O,de,No
Wikipedia,PROPN,PROPN,B,Wikipedia,No
",",PUNCT,PUNCT,O,",",No
Wales,PROPN,PROPN,B,Wales,No
participa,,VERB,O,participar,
activamente,ADV,ADV,O,activamente,No
en,ADP,ADP,O,en,No
el,DET,DET,O,el,No
sitio,,NOUN,O,sitiar,
.,PUNCT,PUNCT,O,.,No
"""",PUNCT,PUNCT,O,"""",No
Edito,PROPN,PROPN,B,Edito,No
contenido,,ADJ,O,contener,
en,ADP,ADP,O,en,No
Wikipedia,PROPN,PROPN,B,Wikipedia,No
todos,DET,DET,O,todo,No
los,DET,DET,O,lo,No
días,Stop Word,NOUN,O,día,No
",",PUNCT,PUNCT,O,",",No
me,PRON,PRON,O,me,No
apasiona,,VERB,O,apasionar,
hacerlo,Stop Word,VERB,O,hacerlo,No
y,CONJ,CONJ,O,y,No
lo,PRON,PRON,O,el,No
haré,,VERB,O,hacer,
todo,DET,DET,O,todo,No
el,DET,DET,O,el,No
tiempo,Stop Word,NOUN,O,tiempo,No
que,PRON,PRON,O,que,No
pueda,AUX,AUX,O,poder,No
"""",PUNCT,PUNCT,O,"""",No
",",PUNCT,PUNCT,O,",",No
dice,Stop Word,VERB,O,decir,No
.,PUNCT,PUNCT,O,.,No
La,DET,DET,B,La,No
burbuja,Name Entity,NOUN,I,burbuja,No
de,ADP,ADP,I,de,No
Internet,PROPN,PROPN,I,Internet,No
explotó,,VERB,O,explotar,
cuando,SCONJ,SCONJ,O,cuando,No
Wikipedia,PROPN,PROPN,B,Wikipedia,No
apenas,ADV,ADV,O,apenar,No
dejaba,AUX,AUX,O,dejar,No
de,ADP,ADP,O,de,No
gatear,,VERB,O,gatear,
.,PUNCT,PUNCT,O,.,No
Entonces,ADV,ADV,B,Entonces,No
Wales,PROPN,PROPN,I,Wales,No
giró,,VERB,O,girar,
el,DET,DET,O,el,No
timón,,NOUN,O,timón,
y,CONJ,CONJ,O,y,No
en,ADP,ADP,O,en,No
junio,,NOUN,O,junio,
de,ADP,ADP,O,de,No
2003,NUM,NUM,O,2003,No
anunció,,VERB,O,anunciar,
la,DET,DET,O,lo,No
creación,,NOUN,O,creación,
de,ADP,ADP,O,de,No
la,DET,DET,O,lo,No
fundación,,NOUN,O,fundación,
Wikimedia,PROPN,PROPN,B,Wikimedia,No
para,ADP,ADP,O,parir,No
mantener,,VERB,O,mantener,
la,DET,DET,O,lo,No
operación,,NOUN,O,operación,
.,PUNCT,PUNCT,O,.,No
En,ADP,ADP,B,En,No
cada,DET,DET,I,cada,No
país,Name Entity,NOUN,I,país,No
",",PUNCT,PUNCT,O,",",No
la,DET,DET,O,lo,No
fundación,,NOUN,O,fundación,
es,AUX,AUX,O,ser,No
la,DET,DET,O,lo,No
encargada,,NOUN,O,encargar,
del,ADP,ADP,O,del,No
desarrollo,,NOUN,O,desarrollar,
de,ADP,ADP,O,de,No
Wikipedia,PROPN,PROPN,B,Wikipedia,No
y,CONJ,CONJ,O,y,No
otros,DET,DET,O,otro,No
productos,,NOUN,O,producto,
",",PUNCT,PUNCT,O,",",No
como,SCONJ,SCONJ,O,comer,No
Wikidata,PROPN,PROPN,B,Wikidata,No
",",PUNCT,PUNCT,O,",",No
Wikcionario,PROPN,PROPN,B,Wikcionario,No
",",PUNCT,PUNCT,O,",",No
Wikiviajes,PROPN,PROPN,B,Wikiviajes,No
y,CONJ,CONJ,O,y,No
Wikilibros,PROPN,PROPN,B,Wikilibros,No
.,PUNCT,PUNCT,O,.,No
En,ADP,ADP,O,En,No
la,DET,DET,B,lo,No
Argentina,PROPN,PROPN,I,Argentina,No
",",PUNCT,PUNCT,O,",",No
la,DET,DET,O,lo,No
fundación,,NOUN,O,fundación,
funciona,,VERB,O,funcionar,
desde,ADP,ADP,O,desde,No
2007,,NOUN,O,2007,
(,PUNCT,PUNCT,O,(,No
ver,Stop Word,VERB,O,ver,No
recuadro,,NOUN,O,recuadrar,
),PUNCT,PUNCT,O,),No
.,PUNCT,PUNCT,O,.,No
A,ADP,ADP,B,A,No
13,NUM,NUM,I,13,No
años,Name Entity,NOUN,I,año,No
de,ADP,ADP,I,de,No
su,DET,DET,I,su,No
nacimiento,Name Entity,NOUN,I,nacimiento,No
",",PUNCT,PUNCT,O,",",No
Wikipedia,PROPN,PROPN,B,Wikipedia,No
está,AUX,AUX,O,estar,No
hoy,ADV,ADV,O,hoy,No
disponible,,ADJ,O,disponible,
en,ADP,ADP,O,en,No
285,NUM,NUM,O,285,No
lenguas,,NOUN,O,lengua,
",",PUNCT,PUNCT,O,",",No
y,CONJ,CONJ,O,y,No
tiene,Stop Word,VERB,O,tener,No
más,ADV,ADV,O,más,No
de,ADP,ADP,O,de,No
20,NUM,NUM,O,20,No
mil,NUM,NUM,O,mil,No
millones,,NOUN,O,millón,
de,ADP,ADP,O,de,No
páginas,,NOUN,O,página,
vistas,,ADJ,O,vista,
y,CONJ,CONJ,O,y,No
más,ADV,ADV,O,más,No
de,ADP,ADP,O,de,No
516,NUM,NUM,O,516,No
millones,,NOUN,O,millón,
de,ADP,ADP,O,de,No
visitantes,,NOUN,O,visitante,
únicos,,ADJ,O,único,
al,ADP,ADP,O,al,No
mes,,NOUN,O,mes,
